height_cm,weight_kg,age,gender,activity_level,goal
167,65.1,25,male,active,cut
162,72.2,22,male,very_active,maintain
151,64.3,24,female,light,maintain
175,65.9,27,male,very_active,cut
193,75.7,28,male,light,maintain
179,70.4,25,male,active,gain
163,55.7,27,female,light,gain
165,55.4,18,male,light,cut
187,97.6,20,female,very_active,maintain
174,67.9,25,male,active,gain
186,89.1,13,female,moderate,maintain
193,76.8,20,female,light,gain
159,67.1,25,male,very_active,cut
172,61.4,21,male,light,gain
155,63.8,20,male,moderate,gain
184,70.2,21,male,sedentary,gain
155,40.0,16,female,moderate,maintain
172,59.5,13,male,moderate,gain
172,56.4,15,male,active,maintain
191,99.4,28,female,active,gain
195,97.5,24,male,light,maintain
172,60.2,30,female,moderate,maintain
163,65.6,14,female,sedentary,gain
155,40.6,17,female,moderate,gain
187,93.8,20,female,light,maintain
172,61.8,29,male,active,gain
159,59.0,18,female,light,gain
177,72.9,28,male,moderate,cut
192,99.7,27,female,light,cut
153,55.8,22,female,very_active,maintain
188,64.5,13,female,moderate,cut
176,75.7,17,male,light,gain
152,51.7,27,female,moderate,cut
166,57.2,14,male,moderate,gain
188,87.5,29,male,sedentary,gain
153,56.4,19,male,active,cut
172,62.2,21,male,very_active,cut
167,77.7,25,female,moderate,maintain
159,54.9,22,female,sedentary,gain
174,75.0,21,male,sedentary,gain
181,91.3,22,male,active,cut
194,77.9,26,male,moderate,cut
163,71.7,18,female,moderate,gain
179,79.6,14,female,active,gain
183,88.4,22,female,moderate,gain
190,81.7,25,male,very_active,gain
141,40.4,15,male,active,gain
142,41.8,16,male,moderate,maintain
165,60.5,20,female,active,cut
162,69.4,28,female,moderate,gain
154,44.1,13,female,very_active,cut
160,60.6,19,female,sedentary,gain
161,73.1,27,female,very_active,cut
162,50.1,28,female,light,gain
150,44.7,29,female,active,gain
158,50.1,14,male,very_active,gain
175,89.8,30,female,very_active,maintain
190,80.6,28,male,moderate,gain
184,96.7,26,female,light,gain
194,106.8,24,female,light,cut
179,83.2,16,female,moderate,gain
177,62.1,18,female,moderate,gain
192,103.1,22,female,moderate,maintain
164,73.0,18,male,light,gain
190,95.8,19,male,very_active,maintain
148,50.3,15,male,sedentary,gain
191,70.7,20,female,very_active,gain
154,52.7,17,female,sedentary,maintain
186,67.6,30,female,active,maintain
155,62.7,19,female,moderate,cut
187,72.7,23,male,moderate,gain
185,74.2,30,male,very_active,gain
189,94.8,26,male,very_active,cut
165,75.4,26,male,active,maintain
182,64.6,25,female,very_active,gain
161,60.7,28,female,moderate,cut
160,59.9,25,male,light,maintain
154,69.8,19,female,active,maintain
190,69.3,28,female,active,cut
160,64.8,19,female,moderate,gain
154,50.4,16,male,very_active,gain
181,80.1,24,male,sedentary,cut
150,54.7,29,female,light,gain
157,59.2,22,male,sedentary,maintain
149,49.5,13,male,moderate,gain
188,85.1,23,male,sedentary,cut
171,73.2,18,female,light,gain
168,61.9,21,male,sedentary,maintain
178,64.2,27,male,moderate,cut
160,55.5,30,female,moderate,maintain
193,77.2,25,female,very_active,cut
173,58.9,20,female,active,gain
146,46.0,13,female,moderate,cut
144,38.6,16,female,active,maintain
173,69.5,14,female,active,gain
167,69.4,27,male,moderate,cut
180,86.3,26,male,very_active,gain
163,62.7,29,female,active,cut
150,57.4,13,male,very_active,cut
157,61.4,15,female,light,gain
190,76.5,27,male,sedentary,cut
151,53.3,14,female,very_active,cut
178,59.9,17,female,light,maintain
170,60.7,23,male,very_active,cut
187,89.8,16,female,light,gain
189,91.1,22,male,very_active,gain
190,69.7,18,female,active,maintain
178,88.7,28,male,very_active,maintain
160,63.5,15,female,very_active,maintain
168,67.7,27,female,moderate,maintain
185,76.9,17,female,very_active,maintain
178,94.5,23,female,moderate,cut
187,67.0,29,female,moderate,maintain
168,56.6,22,female,active,maintain
182,72.9,18,female,active,gain
141,35.8,15,female,very_active,maintain
157,63.7,20,male,light,gain
183,75.9,24,male,very_active,cut
149,50.8,16,female,active,cut
154,55.7,20,male,very_active,maintain
161,63.9,28,male,moderate,gain
177,79.8,22,male,active,gain
170,64.7,21,female,light,cut
166,53.4,13,female,very_active,cut
182,59.0,14,male,active,maintain
173,53.3,15,male,light,maintain
167,81.9,18,female,light,gain
160,63.8,22,female,moderate,gain
193,71.9,22,female,light,maintain
159,67.1,27,male,moderate,maintain
186,80.8,24,male,light,gain
188,83.3,25,male,moderate,gain
151,46.1,13,female,moderate,maintain
161,61.4,19,female,sedentary,maintain
160,64.3,29,male,sedentary,maintain
165,57.9,15,female,active,cut
173,77.9,25,male,light,gain
148,46.3,15,female,very_active,maintain
141,42.1,16,male,moderate,cut
162,63.0,14,male,sedentary,gain
174,53.3,15,female,light,gain
158,51.5,14,male,light,maintain
166,71.2,24,male,sedentary,cut
162,50.7,20,female,sedentary,maintain
187,67.8,28,female,moderate,gain
171,64.4,27,male,very_active,gain
162,51.1,14,male,very_active,maintain
189,72.3,22,female,moderate,gain
155,42.5,17,female,moderate,maintain
174,65.2,13,female,light,gain
158,53.4,26,female,active,cut
164,65.1,15,female,moderate,maintain
166,68.0,17,female,very_active,maintain
174,77.4,16,female,moderate,gain
190,75.4,16,male,moderate,gain
187,90.1,28,female,active,cut
182,88.0,21,female,light,cut
158,55.2,30,female,sedentary,gain
156,55.7,14,male,moderate,gain
155,61.9,17,male,very_active,gain
190,80.0,18,male,active,cut
161,60.9,24,male,light,cut
178,57.7,15,female,moderate,cut
146,51.0,15,female,moderate,gain
148,43.7,13,female,active,maintain
179,85.5,21,female,moderate,cut
182,61.8,13,male,light,maintain
148,56.4,14,female,active,gain
176,69.4,25,female,very_active,maintain
184,61.3,16,female,sedentary,cut
166,54.2,16,male,active,gain
164,73.2,28,male,active,cut
163,63.2,27,female,sedentary,maintain
195,100.5,28,male,active,cut
177,72.5,29,male,light,gain
169,65.0,28,male,active,cut
157,60.3,22,male,moderate,cut
189,94.6,18,male,sedentary,gain
175,56.4,14,male,light,cut
143,37.0,13,female,moderate,gain
190,107.8,25,female,active,maintain
160,54.4,26,male,active,cut
152,46.9,13,male,very_active,gain
177,84.7,26,female,very_active,cut
159,66.5,18,female,light,gain
159,70.0,25,female,sedentary,gain
185,83.5,25,male,active,maintain
151,64.7,23,female,light,cut
167,70.6,20,female,sedentary,cut
165,57.0,24,male,sedentary,gain
152,63.1,21,male,light,maintain
164,77.1,25,female,moderate,maintain
188,82.5,24,male,light,maintain
186,85.6,28,male,very_active,maintain
162,66.9,20,female,sedentary,gain
170,75.9,22,male,sedentary,cut
166,75.6,30,male,light,maintain
159,75.5,20,female,active,gain
150,60.0,19,female,active,maintain
193,89.1,22,female,light,cut
168,65.6,14,male,very_active,cut
155,61.4,26,male,sedentary,cut
145,51.2,16,female,light,maintain
168,66.2,18,female,sedentary,maintain
183,89.0,22,male,sedentary,gain
176,75.5,15,male,moderate,gain
168,63.3,15,male,moderate,maintain
193,92.5,30,female,moderate,maintain
182,85.5,21,female,active,maintain
180,62.6,13,male,moderate,gain
172,61.9,22,male,active,maintain
157,54.2,27,female,moderate,cut
171,82.0,29,female,active,maintain
175,60.3,19,female,sedentary,maintain
189,97.0,19,female,active,gain
164,60.8,16,male,moderate,maintain
176,77.2,20,male,sedentary,cut
173,70.3,21,female,light,maintain
175,76.1,25,female,active,cut
161,57.9,14,male,sedentary,gain
190,70.9,29,female,active,gain
153,63.4,25,female,very_active,gain
173,87.3,20,female,active,cut
174,81.4,18,male,active,gain
165,63.3,25,male,light,maintain
164,54.8,25,male,light,gain
194,112.8,24,female,active,cut
155,61.4,25,male,active,gain
180,72.2,22,male,moderate,gain
176,79.4,25,male,moderate,maintain
189,81.6,16,male,active,maintain
188,71.0,26,male,moderate,maintain
172,60.5,28,female,active,maintain
191,86.1,28,female,very_active,cut
180,78.0,26,female,sedentary,maintain
156,65.9,26,male,sedentary,maintain
154,62.2,27,male,very_active,gain
158,56.4,25,male,active,maintain
169,70.0,23,female,sedentary,maintain
169,57.7,18,female,sedentary,gain
195,96.2,22,male,moderate,cut
175,83.9,20,female,very_active,gain
173,59.6,18,female,moderate,gain
167,74.3,30,male,very_active,maintain
170,60.4,28,female,very_active,gain
168,61.2,17,female,light,cut
151,59.9,24,male,very_active,cut
163,59.4,17,male,very_active,gain
158,50.9,30,male,active,maintain
194,83.8,29,female,sedentary,gain
195,80.1,26,female,very_active,gain
191,75.8,22,male,moderate,cut
192,104.3,21,female,active,maintain
171,70.5,29,male,sedentary,gain
144,36.2,14,male,light,gain
185,67.5,18,female,active,cut
172,72.6,18,female,very_active,maintain
168,74.4,19,female,sedentary,maintain
183,90.1,19,male,moderate,cut
180,88.4,18,male,moderate,gain
170,58.7,24,male,moderate,gain
176,72.2,16,female,sedentary,gain
175,67.7,25,male,light,maintain
150,51.2,30,female,very_active,maintain
158,61.3,13,female,very_active,cut
155,46.1,19,female,sedentary,gain
180,85.7,30,female,light,gain
157,71.1,29,female,light,cut
155,52.4,26,male,sedentary,maintain
173,63.5,29,female,active,cut
150,48.5,24,male,sedentary,gain
174,61.7,28,male,active,gain
188,77.1,28,male,moderate,maintain
187,83.9,16,female,active,maintain
182,73.3,14,male,light,maintain
194,94.8,20,male,very_active,gain
161,60.1,25,female,active,gain
152,62.9,21,female,light,maintain
157,54.7,30,female,active,maintain
178,91.7,28,female,sedentary,gain
154,63.4,19,female,active,cut
170,80.0,30,female,active,maintain
175,91.3,30,female,very_active,cut
193,93.3,19,female,very_active,cut
165,54.9,13,female,sedentary,cut
158,57.6,23,male,active,cut
145,41.1,14,female,active,cut
145,36.9,16,male,very_active,gain
171,71.7,26,male,moderate,cut
159,63.5,21,female,moderate,gain
195,112.7,25,female,sedentary,cut
171,62.4,22,male,active,gain
186,82.5,25,female,light,gain
156,52.7,30,female,sedentary,gain
195,99.7,26,male,active,gain
152,53.7,26,male,moderate,cut
145,51.6,16,male,light,maintain
149,54.9,14,female,light,maintain
149,52.2,16,female,active,cut
187,74.7,21,male,active,gain
186,60.2,14,male,sedentary,cut
184,95.5,20,female,light,maintain
162,72.2,24,female,moderate,gain
194,90.5,19,male,light,maintain
186,89.2,27,male,active,cut
191,82.8,24,male,very_active,gain
188,78.5,15,female,sedentary,maintain
163,57.6,26,male,light,maintain
194,111.2,22,female,moderate,cut
153,40.9,14,female,sedentary,gain
161,51.7,21,female,moderate,maintain
175,76.2,25,female,light,gain
151,39.1,13,female,very_active,gain
179,88.5,22,female,active,gain
165,55.6,26,male,sedentary,gain
192,99.3,23,male,moderate,cut
177,80.9,29,female,very_active,cut
174,69.3,24,male,very_active,maintain
174,77.7,20,male,sedentary,cut
188,88.0,23,female,active,cut
173,68.9,24,male,very_active,cut
161,73.6,19,female,very_active,gain
187,70.0,28,female,sedentary,gain
187,70.8,17,female,very_active,gain
168,78.7,25,male,light,cut
194,80.3,28,female,sedentary,gain
188,85.2,28,female,very_active,maintain
182,87.8,25,male,light,cut
168,65.7,30,male,sedentary,cut
184,66.2,29,female,moderate,gain
191,73.4,27,female,moderate,maintain
173,71.3,26,male,light,cut
157,67.5,26,female,sedentary,gain
192,86.3,28,male,moderate,cut
188,71.5,28,female,active,gain
187,88.9,30,male,active,cut
176,71.7,14,male,moderate,cut
193,75.6,25,male,sedentary,cut
156,48.1,30,female,sedentary,cut
156,65.3,21,male,very_active,maintain
154,48.7,25,male,moderate,cut
156,49.3,25,female,light,gain
146,42.5,17,female,very_active,cut
157,53.0,23,male,sedentary,gain
187,60.4,15,female,moderate,maintain
167,76.4,25,male,light,maintain
176,60.7,17,female,sedentary,maintain
175,87.8,23,female,light,gain
185,89.9,21,male,active,cut
158,47.9,18,female,sedentary,gain
157,50.6,30,male,moderate,maintain
166,66.8,15,male,moderate,maintain
190,99.2,27,male,moderate,gain
167,59.1,25,female,moderate,cut
192,89.6,21,male,moderate,gain
186,80.9,13,female,sedentary,gain
153,47.9,21,male,light,cut
184,70.0,18,female,active,gain
167,69.0,25,male,moderate,gain
181,87.6,26,female,very_active,gain
151,63.9,27,female,light,maintain
161,67.6,28,female,sedentary,maintain
169,65.1,28,male,sedentary,maintain
151,55.5,30,male,very_active,gain
189,85.7,26,male,moderate,maintain
172,63.4,19,female,very_active,gain
153,57.7,19,male,active,gain
178,74.8,22,male,very_active,gain
148,37.4,14,male,very_active,cut
151,45.9,30,male,light,gain
181,72.2,16,female,sedentary,gain
173,72.7,20,male,moderate,gain
153,63.1,24,male,moderate,gain
192,77.3,18,male,very_active,cut
165,53.8,30,female,light,maintain
168,62.1,19,female,light,maintain
165,63.7,16,male,active,gain
195,99.9,26,male,very_active,cut
164,55.0,22,male,moderate,maintain
159,54.4,28,female,light,cut
178,80.9,19,male,active,maintain
153,48.6,22,female,active,cut
171,72.1,29,female,light,gain
151,67.3,18,female,moderate,gain
158,65.7,20,male,moderate,maintain
184,80.8,14,female,very_active,cut
158,53.3,13,male,moderate,gain
179,62.0,23,female,moderate,cut
167,61.0,28,female,very_active,maintain
172,69.5,21,male,sedentary,maintain
158,68.0,27,male,sedentary,maintain
149,54.5,16,female,moderate,cut
189,60.8,17,female,sedentary,maintain
141,44.6,14,female,light,maintain
170,60.6,13,female,sedentary,gain
153,59.8,17,female,sedentary,maintain
158,52.5,13,male,very_active,cut
156,63.3,17,female,moderate,gain
175,74.5,24,male,active,maintain
152,63.9,20,male,very_active,maintain
173,67.3,20,male,moderate,maintain
150,48.6,25,female,moderate,gain
155,52.5,22,male,sedentary,cut
159,45.7,17,male,active,cut
179,81.1,25,male,sedentary,cut
166,56.2,26,female,active,maintain
191,96.0,29,male,moderate,maintain
170,52.2,15,male,moderate,cut
169,85.0,25,female,moderate,maintain
150,53.7,28,male,sedentary,maintain
145,42.4,15,female,light,cut
194,77.8,25,female,sedentary,cut
160,59.4,20,male,light,maintain
161,56.1,28,female,very_active,maintain
181,71.4,24,male,sedentary,maintain
185,65.9,28,female,moderate,maintain
194,103.9,26,female,moderate,gain
155,55.1,29,male,light,maintain
187,82.1,17,female,very_active,gain
163,49.9,17,female,moderate,gain
161,52.3,28,female,light,maintain
163,70.7,23,male,very_active,gain
144,40.1,14,male,active,maintain
181,66.6,15,female,sedentary,cut
189,64.9,14,male,sedentary,gain
186,81.2,20,male,sedentary,gain
162,47.0,16,male,sedentary,cut
164,55.9,15,female,very_active,maintain
175,79.9,28,female,sedentary,cut
156,68.1,24,female,very_active,gain
152,60.5,28,female,very_active,cut
182,95.9,23,female,light,gain
172,51.1,16,female,very_active,cut
157,57.6,24,female,active,cut
156,49.6,18,female,light,cut
158,51.3,27,female,active,cut
170,77.1,21,female,light,gain
153,50.2,23,male,active,gain
177,61.7,23,female,moderate,gain
175,56.1,13,male,active,maintain
158,73.4,26,female,very_active,cut
187,90.1,28,female,light,gain
157,44.5,17,male,moderate,maintain
186,75.1,19,female,very_active,gain
179,91.9,28,female,moderate,gain
160,60.6,20,male,sedentary,gain
169,72.1,23,male,light,gain
181,76.7,27,female,sedentary,cut
160,56.9,30,female,very_active,maintain
154,69.6,30,female,light,gain
189,99.4,23,male,active,maintain
177,83.3,29,male,moderate,gain
183,74.6,27,female,moderate,maintain
171,78.8,22,female,light,maintain
158,67.6,26,female,moderate,gain
177,64.8,30,male,light,cut
174,67.8,30,female,sedentary,gain
181,74.9,29,male,moderate,gain
176,66.1,23,male,moderate,cut
146,48.1,13,male,light,maintain
169,73.0,25,male,moderate,maintain
158,62.9,28,female,sedentary,gain
151,51.7,26,male,moderate,gain
172,63.4,28,female,light,maintain
173,60.4,18,male,sedentary,maintain
157,61.8,28,female,moderate,gain
163,73.0,24,male,sedentary,maintain
189,93.1,24,male,active,cut
162,55.0,20,male,active,gain
195,96.6,27,female,light,maintain
163,56.0,24,male,very_active,gain
150,54.6,22,male,very_active,gain
150,43.7,20,female,light,maintain
195,104.4,29,male,light,cut
143,43.2,16,female,light,maintain
173,81.1,30,male,sedentary,maintain
158,56.3,20,male,light,maintain
156,56.1,20,male,active,gain
162,59.8,14,female,sedentary,cut
177,85.2,23,female,light,maintain
190,85.9,29,male,active,maintain
152,55.3,14,male,very_active,maintain
177,62.8,30,female,very_active,cut
155,61.6,17,female,light,cut
190,95.3,30,male,sedentary,maintain
161,67.9,27,male,very_active,cut
192,92.8,30,female,light,cut
190,90.7,28,male,sedentary,cut
150,65.7,30,female,moderate,gain
174,67.5,25,male,sedentary,maintain
172,68.4,30,male,sedentary,cut
144,51.2,14,male,very_active,cut
175,73.4,24,female,light,gain
162,54.0,28,male,very_active,maintain
140,47.1,15,female,moderate,cut
148,47.7,16,female,active,cut
155,63.6,21,male,light,maintain
186,78.2,18,male,very_active,cut
154,65.1,26,female,active,cut
153,61.7,18,female,light,maintain
169,66.1,15,male,active,gain
154,55.0,15,female,light,maintain
176,73.3,23,male,very_active,gain
182,61.4,14,male,active,maintain
164,52.2,26,female,moderate,cut
190,69.7,15,male,sedentary,gain
165,65.2,15,male,very_active,gain
157,65.1,20,male,moderate,maintain
184,85.3,28,male,light,gain
181,64.0,16,male,moderate,maintain
163,55.6,16,male,active,gain
182,88.4,23,female,moderate,gain
163,55.5,23,male,active,maintain
174,68.4,15,male,active,gain
146,43.1,14,female,very_active,cut
170,60.7,28,male,sedentary,maintain
195,92.1,22,female,sedentary,cut
166,52.6,16,female,active,maintain
159,55.3,26,male,light,maintain
188,61.4,17,female,active,gain
187,84.2,19,male,moderate,gain
189,90.6,29,male,active,gain
174,72.9,19,male,active,cut
151,40.0,15,male,light,cut
150,47.6,25,male,very_active,cut
153,50.3,29,female,moderate,maintain
167,70.4,19,female,sedentary,cut
185,70.4,22,male,sedentary,maintain
161,64.2,25,male,sedentary,cut
168,71.1,15,female,active,maintain
161,57.9,21,male,active,cut
165,75.6,18,female,moderate,maintain
150,59.7,28,male,sedentary,maintain
179,82.7,15,female,very_active,gain
191,91.6,25,male,very_active,maintain
180,83.4,26,female,sedentary,gain
178,81.1,22,male,light,cut
181,69.3,22,female,very_active,gain
163,58.0,23,male,very_active,cut
177,80.0,16,female,moderate,gain
184,65.0,20,female,active,gain
149,47.3,13,female,active,cut
185,69.7,17,male,light,maintain
155,64.1,29,female,sedentary,cut
153,58.4,25,male,very_active,maintain
176,77.5,29,male,sedentary,maintain
192,107.5,22,female,sedentary,maintain
190,74.9,20,female,active,gain
170,74.8,20,female,sedentary,maintain
177,71.8,16,male,active,maintain
191,79.4,19,male,moderate,maintain
160,60.9,22,female,active,cut
170,68.8,22,male,light,cut
168,72.9,22,female,very_active,cut
188,96.3,19,male,sedentary,gain
156,66.8,23,male,active,maintain
195,78.5,26,female,moderate,maintain
179,71.7,18,male,moderate,maintain
158,48.8,13,female,very_active,gain
163,56.3,15,female,sedentary,gain
143,47.9,17,female,very_active,gain
164,63.0,21,female,very_active,gain
173,66.1,30,male,active,cut
142,35.5,13,female,very_active,gain
170,58.6,18,male,very_active,cut
174,82.6,26,female,active,cut
161,58.5,19,female,moderate,maintain
190,89.3,21,male,very_active,gain
171,65.9,30,male,light,gain
181,72.0,19,female,sedentary,cut
195,95.9,23,female,active,cut
175,76.9,25,female,sedentary,cut
142,45.8,16,female,sedentary,gain
170,64.2,29,female,very_active,gain
181,77.6,26,female,active,maintain
165,54.7,27,female,moderate,gain
152,53.7,17,male,light,maintain
167,56.8,14,female,very_active,gain
186,61.1,13,female,sedentary,cut
160,64.5,14,male,light,cut
148,45.9,13,female,light,maintain
164,64.7,30,female,active,gain
175,88.8,25,female,very_active,cut
187,72.9,23,male,moderate,maintain
154,56.1,23,male,light,gain
183,74.7,22,male,active,maintain
169,61.5,16,male,sedentary,gain
168,60.4,28,female,sedentary,gain
155,55.8,28,female,active,maintain
181,71.0,23,male,light,maintain
178,61.9,28,female,light,maintain
141,43.7,15,male,sedentary,cut
169,68.8,30,male,light,gain
190,87.9,16,female,sedentary,cut
178,76.5,20,female,active,cut
184,91.2,30,female,sedentary,maintain
188,70.5,15,female,light,cut
181,81.4,14,male,sedentary,maintain
172,60.0,30,female,active,maintain
182,96.8,27,female,light,gain
166,65.9,30,female,sedentary,maintain
168,59.1,16,male,moderate,maintain
165,58.1,24,female,active,maintain
159,55.3,19,female,active,cut
179,66.5,18,female,very_active,cut
171,74.1,18,female,light,maintain
156,49.1,22,female,light,gain
159,53.3,23,male,moderate,maintain
162,63.4,26,male,moderate,maintain
172,64.6,22,male,moderate,gain
169,79.7,20,female,active,gain
169,65.0,19,male,active,cut
170,63.1,16,female,very_active,cut
161,52.8,16,female,active,maintain
168,70.7,30,male,moderate,gain
180,67.9,20,female,light,maintain
170,76.7,23,male,sedentary,maintain
183,79.5,26,female,active,maintain
166,66.0,29,male,active,maintain
163,48.9,14,female,sedentary,maintain
186,69.2,14,male,very_active,maintain
182,83.0,29,male,moderate,gain
159,56.3,21,male,sedentary,gain
187,81.9,19,male,sedentary,maintain
184,79.2,20,female,sedentary,cut
185,79.1,15,male,active,maintain
160,48.5,17,male,moderate,cut
163,78.5,22,female,moderate,cut
154,50.3,19,male,sedentary,maintain
163,54.3,22,female,moderate,maintain
149,45.3,17,male,light,cut
185,77.5,19,female,moderate,maintain
190,91.6,20,male,very_active,cut
180,71.8,14,male,sedentary,gain
160,58.7,23,female,sedentary,gain
162,70.4,22,male,active,gain
169,83.7,19,female,sedentary,gain
162,53.7,18,male,sedentary,cut
179,88.7,26,male,sedentary,maintain
157,59.7,27,female,sedentary,gain
170,56.7,17,male,sedentary,maintain
168,67.7,27,male,moderate,cut
150,39.4,16,male,active,gain
145,50.1,14,male,active,cut
153,57.5,17,male,moderate,cut
190,89.5,20,female,sedentary,cut
185,93.7,30,male,very_active,maintain
169,72.8,20,male,light,maintain
181,70.8,15,male,sedentary,gain
189,75.2,24,female,light,maintain
171,69.4,23,female,very_active,cut
182,79.5,15,female,very_active,maintain
176,62.1,13,female,moderate,maintain
144,47.5,13,female,very_active,maintain
182,66.4,27,female,light,cut
154,50.5,30,female,very_active,maintain
160,68.8,22,male,light,gain
175,67.0,13,female,sedentary,maintain
162,59.1,27,male,active,cut
185,70.0,29,female,active,gain
178,72.2,28,male,sedentary,gain
153,62.0,28,female,light,maintain
153,58.7,27,female,moderate,gain
149,54.9,14,male,active,cut
195,89.8,30,male,light,gain
152,44.4,30,female,active,maintain
161,76.9,24,female,sedentary,gain
152,57.8,22,female,light,maintain
195,91.9,21,female,active,gain
179,80.5,27,female,light,gain
181,83.3,13,female,moderate,gain
187,72.1,17,male,sedentary,maintain
150,45.6,18,female,very_active,gain
158,63.7,21,male,moderate,maintain
188,74.1,28,male,active,maintain
171,81.8,20,male,active,gain
154,57.9,30,male,very_active,maintain
155,58.2,27,female,moderate,maintain
165,77.5,27,female,sedentary,cut
142,33.5,16,male,moderate,gain
165,64.8,19,female,sedentary,maintain
190,72.8,21,male,sedentary,cut
192,79.3,24,male,very_active,cut
157,65.6,25,female,active,gain
177,71.1,23,male,light,cut
156,61.2,20,female,very_active,maintain
164,74.2,22,male,active,maintain
157,54.7,26,female,moderate,cut
140,36.4,14,female,moderate,cut
168,50.8,15,male,very_active,maintain
180,88.7,26,female,active,cut
169,76.2,23,male,active,cut
143,40.8,14,male,active,maintain
190,95.2,28,male,active,cut
190,107.2,30,female,light,gain
187,77.5,30,male,sedentary,maintain
155,46.8,17,male,sedentary,maintain
194,73.5,26,female,moderate,cut
184,79.6,16,male,active,cut
147,48.5,16,male,sedentary,gain
175,71.7,26,female,sedentary,cut
164,68.4,27,male,moderate,maintain
161,63.2,25,male,sedentary,gain
154,54.2,26,female,sedentary,cut
178,82.0,27,female,active,cut
176,71.4,20,female,active,gain
175,68.2,19,male,very_active,gain
147,55.1,16,male,very_active,maintain
176,63.7,23,female,very_active,cut
195,101.5,24,female,moderate,gain
170,57.9,30,female,light,cut
162,72.5,22,female,sedentary,cut
170,75.6,30,male,moderate,gain
157,62.7,24,female,moderate,cut
172,57.7,17,female,very_active,gain
176,69.1,26,female,light,maintain
185,64.1,13,female,very_active,cut
174,73.6,13,male,moderate,maintain
174,71.2,19,female,active,maintain
188,90.8,13,female,sedentary,gain
166,78.2,24,female,moderate,maintain
177,64.4,24,male,active,gain
194,106.3,25,female,moderate,maintain
157,49.7,28,male,active,gain
162,53.7,30,male,active,gain
157,51.0,19,male,sedentary,cut
182,67.8,20,male,light,gain
163,70.5,22,male,sedentary,cut
161,69.3,30,female,sedentary,cut
182,71.0,30,male,light,maintain
183,72.8,29,female,light,gain
182,56.5,15,male,very_active,cut
153,64.4,21,male,sedentary,cut
173,71.4,28,male,moderate,maintain
167,62.8,21,male,very_active,gain
153,64.2,18,female,sedentary,cut
189,83.0,27,female,sedentary,gain
168,60.8,24,female,active,cut
157,69.1,29,female,moderate,maintain
167,67.2,13,male,very_active,gain
183,70.7,18,male,moderate,gain
151,60.9,24,male,active,maintain
171,78.9,21,male,active,gain
159,70.5,22,male,very_active,maintain
188,72.5,26,male,very_active,maintain
163,62.3,27,male,very_active,maintain
141,41.2,16,female,active,maintain
176,60.5,22,female,active,cut
188,83.3,23,male,sedentary,gain
178,74.5,18,male,sedentary,cut
173,64.0,30,male,sedentary,maintain
148,45.6,17,female,moderate,cut
170,61.1,20,male,sedentary,cut
180,77.9,19,female,light,gain
164,68.9,26,female,very_active,cut
172,71.3,23,male,very_active,cut
151,55.8,26,male,moderate,maintain
161,58.4,16,female,active,maintain
154,54.2,25,male,moderate,gain
151,42.7,16,male,very_active,cut
195,102.9,30,female,sedentary,cut
167,67.9,24,female,moderate,gain
160,57.9,26,male,active,gain
189,97.4,30,male,very_active,maintain
161,70.2,24,female,moderate,cut
194,98.2,29,male,very_active,maintain
178,54.4,14,female,active,cut
162,65.8,27,female,light,gain
195,78.6,24,male,very_active,gain
140,41.7,13,male,sedentary,cut
153,60.3,28,male,very_active,cut
189,104.4,22,female,sedentary,gain
162,54.0,15,female,sedentary,gain
186,81.9,24,female,active,maintain
186,65.7,13,male,moderate,gain
159,58.0,27,male,active,maintain
193,77.9,21,female,very_active,gain
169,73.4,28,male,very_active,cut
173,65.3,16,female,moderate,maintain
173,63.8,13,male,light,maintain
159,65.6,21,female,light,gain
181,87.2,24,male,light,maintain
187,61.6,17,male,active,gain
186,76.0,14,male,moderate,maintain
184,71.0,28,female,light,cut
142,35.0,14,male,sedentary,cut
180,74.7,21,male,active,maintain
182,72.2,24,male,very_active,maintain
194,89.1,23,female,moderate,cut
183,87.9,23,male,very_active,maintain
156,64.5,23,female,moderate,gain
187,61.4,15,male,moderate,gain
195,82.5,21,female,light,maintain
185,81.6,20,male,moderate,cut
145,51.0,16,male,active,maintain
169,57.9,30,female,sedentary,gain
161,54.0,28,female,sedentary,gain
194,90.7,24,male,very_active,cut
149,49.0,16,male,moderate,cut
168,78.6,28,female,very_active,maintain
194,85.3,28,female,sedentary,cut
182,89.0,30,female,light,gain
183,97.9,20,female,sedentary,gain
181,81.0,14,female,sedentary,gain
165,50.9,15,female,very_active,gain
157,53.6,28,female,very_active,maintain
155,56.8,29,male,moderate,gain
184,65.9,20,female,light,gain
143,53.0,14,male,moderate,cut
182,88.1,24,male,very_active,maintain
182,86.4,30,male,moderate,maintain
186,88.7,14,female,sedentary,maintain
177,64.0,27,male,light,gain
151,54.3,22,male,moderate,cut
188,73.4,13,female,light,cut
164,59.7,15,female,moderate,gain
173,68.2,29,male,light,maintain
169,55.4,14,female,moderate,gain
161,54.4,25,female,active,gain
192,89.2,19,female,very_active,maintain
147,45.1,15,male,very_active,maintain
179,81.2,21,male,active,maintain
181,74.7,30,male,light,cut
143,43.1,14,male,sedentary,maintain
190,82.1,28,female,light,gain
160,67.4,23,male,active,cut
155,61.0,18,male,light,gain
190,87.3,27,female,light,cut
169,55.8,13,male,very_active,gain
160,50.9,15,male,sedentary,maintain
145,48.6,16,female,moderate,gain
176,81.1,28,male,sedentary,maintain
